example_id,customer_message,generated_response,historical_evidence,human_groundedness,human_helpfulness,human_actionability,human_safety,human_historical_consistency,human_unsupported_claim_avoidance,human_rating_complete,labeler_id,human_rating_reason,rated_at,updated_at
gold-063,"If @115821 could stop sending my packages to the wrong state, that'd be great. This is the third time it's happened in a month.","I'm sorry your order hasn't arrived as expected. This appears to require order-specific investigation, so please contact Amazon through a secure support channel and avoid posting order or address details publicly.","Historical customer: Hey @115821 stop sending my packages through @3375! This is the third time they've lost my package 😡
Historical AmazonHelp reply: @664512 I'm sorry to hear this. We'd like to look into the delivery and available options here: https://t.co/hApLpMlfHN ^LI

Historical customer: Why do I only have a problem when @115821 is the one shipping?!! Not that hard And PEOPLE that keep mail that doesn't belong to them are POS
Historical AmazonHelp reply: @407849 I'm sorry for the frustration! We'd like to look into this for you. Please provide your order here: https://t.co/TYuE26hN6N. ^ST

Historical customer: hey @115821 please stop using @123967 - there are always issues. Now I have to drive to the post office today to get my package that i needed yesterday and set for delivery yesterday.
Historical AmazonHelp reply: @692582 I'm so sorry about the delivery issues! Please reach out to us here so we can leave carrier feedback: https://t.co/hApLpMlfHN ^JY",5,3,4,5,5,5,True,Maithresh,Repeated wrong-state delivery clearly warrants order-specific investigation; response is well grounded but generic.,2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-194,"@116090 My package was not delivered. I live in Nova Scotia, not Quebec. https://t.co/IhIwAOeEew","I'm sorry your order hasn't arrived as expected. This appears to require order-specific investigation, so please contact Amazon through a secure support channel and avoid posting order or address details publicly.","Historical customer: I received a delivered message but where is the package? I have not received it @115850 @11__credit_card__
Historical AmazonHelp reply: @191325 That's strange! Kindly get in touch with us here: https://t.co/4lBU9LYvGD and we’ll be glad to help you. ^AG

Historical customer: @115821 my package has not been delievered even though it says it was 🚩
Historical AmazonHelp reply: @317324 I'm sorry for the issue with your delivery! Have you tried the steps listed here: https://t.co/VI7UFFuKib? ^JA

Historical customer: @126705 @115830 im in and it hasnt been delivered so please explain where it is https://t.co/vjQDL6CDAN
Historical AmazonHelp reply: @403260 Hey, get in touch with us here: https://t.co/JzP7hlA23B so we can look into this ^KM",5,3,4,5,5,5,True,Maithresh,Wrong-location or non-delivery issue is clearly order-specific and the safe delivery escalation fits well.,2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-131,Eccoloooo😍 #Kindle @115821 @117634 https://t.co/JKBiHowgZU,"I'm sorry this needs further investigation. Please contact Amazon through a secure support channel, and do not post order, address, account, or payment details publicly.","Historical customer: Thank you so much for your kick ass customer service @116090! You really understand how much your readers love their Kindles! #topnotch
Historical AmazonHelp reply: @702208 Glad we could assist, Lisa! They don't call us ""Earth's Most Customer-Centric Company"" for nothing! ^AD

Historical customer: @115821 why does the india store not have kindle share?
Historical AmazonHelp reply: @193522 Currently we do not have the feature. Please stay tuned for further update on this. ^SG

Historical customer: @AmazonHelp kindle publishing, stop destroying peoples book formats
Historical AmazonHelp reply: @172481 Hi Gayla! Will you tell us more about what's happening? We'd like to help if possible! ^CS",2,1,2,5,2,4,True,Maithresh,"Looks like a positive Kindle post, but the system unnecessarily treats it as a support problem requiring investigation.",2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-040,#Amazon needs to improve their packing methods. Everything from $10 gloves to a $ 2500 camera lens gets thrown in a box with an air pillow. That is not acceptable. Get your act together or lose a Prime customer! @115821,"I'm sorry this needs further investigation. Please contact Amazon through a secure support channel, and do not post order, address, account, or payment details publicly.","Historical customer: @119356 @AmazonHelp horrible service, lousy customer care, non existent courier phone numbers. So much for becoming a Prime customer!
Historical AmazonHelp reply: @119620 Sorry to know about the delivery issue. Did we happen to miss estimate as mentioned here: https://t.co/ykWpCt0ely ?^KA

Historical customer: Nice secure packaging @AmazonHelp 😂😂 https://t.co/AQ19zzewpE
Historical AmazonHelp reply: @184035 I'm so sorry your package arrived in that condition! Is anything missing or damaged? ^WJ

Historical customer: Hey, @AmazonHelp maybe don't package glasses in a thin bubble envelope. Not cool. https://t.co/CLKB405SzS
Historical AmazonHelp reply: @531660 Understood. Please help us improve by linking this feedback to your order here: https://t.co/SXFVRqVhpG 1/2",4,2,3,5,4,5,True,Maithresh,"Safe and related to packaging feedback, but generic escalation is less useful than acknowledging the packaging complaint directly.",2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-147,@115850 his no.is +918169450792 https://t.co/JVT5p2WtRt,"I'm sorry this needs further investigation. Please contact Amazon through a secure support channel, and do not post order, address, account, or payment details publicly.","Historical customer: @115850 Pls cl me [PHONE]
Historical AmazonHelp reply: @201487 Our support team will be happy to look into this. You can connect with us here: https://t.co/R3EfhzgU8B.(1/2) ^CB

Historical customer: @115850 https://t.co/uh3EvNDomO
Historical AmazonHelp reply: @199018 Sorry about that. Kindly get in touch with us here: https://t.co/bGlCz5qvJb and we’ll be glad to help you. (1/2) ^AG

Historical customer: @115850 is this true ???? https://t.co/nrDZOTGqAd
Historical AmazonHelp reply: @176234 I would recommend you not to provide any details on the website as it is not associated with Amazon. ^KS",5,4,4,5,5,5,True,Maithresh,Major improvement: it no longer repeats the phone number and explicitly warns against posting sensitive details.,2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-025,"@AmazonHelp hi my name is martin bardini, i placed two orders on your .com website and it now says i have no orders placed. Did it go thru??","I'm sorry this needs further investigation. Please contact Amazon through a secure support channel, and do not post order, address, account, or payment details publicly.","Historical customer: @AmazonHelp nothing.it shows no orders. Whereas u can check how many orders I have placed in last 6 months. What non sense is this!!! https://t.co/yCxCNhDhqC
Historical AmazonHelp reply: @167119 We've responded to your query here: https://t.co/Dr9htvlXQb. Please check. ^MK

Historical customer: @AmazonHelp can you help me check for my other order pls? Is it going to be delayed too?
Historical AmazonHelp reply: @610908 Unfortunately, we don't have access to account info but, we'd like to help. Reach us by phone here: https://t.co/hApLpM3Ejd ^EB

Historical customer: @AmazonHelp Placed the order via one click and it said Thursday. I placed a second one click order that said friday. email had both orders listed as fri
Historical AmazonHelp reply: @312552 We don't have access to order details via Twitter. Let's take a look into this in real time here: https://t.co/hApLpMlfHN ^JZ",5,4,4,5,5,5,True,Maithresh,Orders disappearing from an account requires account-specific investigation; secure escalation is strongly supported.,2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-117,"@AmazonHelp hi, I have accidentally purchased a kindle book (missclick), can I somehow cancel the order?","I'm sorry this needs further investigation. Please contact Amazon through a secure support channel, and do not post order, address, account, or payment details publicly.","Historical customer: @AmazonHelp I had ordered 4 books out of which I cancelled 1 but you seem to have cancelled 3 books.. pls rectify the same.
Historical AmazonHelp reply: @183038 I understand your concern regarding the cancellation of the order. Please reach out to us here: https://t.co/vlvfJr4nN9 and we'll check this for you. ^AH

Historical customer: @AmazonHelp I am not able to cancel my order..plz help
Historical AmazonHelp reply: @161170 We'd be happy to help! These steps will help walk you through canceling the order: https://t.co/vmXqEMJN6J ^ML

Historical customer: @AmazonHelp @115850 Cancel my order.
Historical AmazonHelp reply: @207242 Kindly connect with our support team here: https://t.co/TdDksLo6Mf. ^PS",4,2,3,5,4,5,True,Maithresh,"Safe, but evidence contains direct Kindle cancellation guidance, so escalation is overly conservative.",2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-196,"1st my order of 1+5T gets canceled, then when I try to book it again, I dont get the HDFC CC cash back, being informed by Amazon that offer can be availed only once per card. But where have I availed the benefit. I hv lost my booking again. @119862 @115850 https://t.co/FtRHO4NmNc","I'm sorry this needs further investigation. Please contact Amazon through a secure support channel, and do not post order, address, account, or payment details publicly.","Historical customer: Paid 1024 Rs. for an Order and got refunded 921Rs. @115850 @AmazonHelp deducted the remaining amount as an imaginary ""Cashback"". HELP!
Historical AmazonHelp reply: @438051 I'm sorry to learn about the refund issues. Did you happen to escalate this to our support team here: https://t.co/T6y6Xlutbs?^VN

Historical customer: @115850 ORDER # [PHONE], 4months on, still awaiting #HDFCBank card cashback worth 2K. Is Amazon fooling its #PrimeCustomers??
Historical AmazonHelp reply: @492150 We've responded to your query here: https://t.co/7RlNn5VRtQ. Kindly check. 1/2 ^PS

Historical customer: @AmazonHelp I had ordered 4 books out of which I cancelled 1 but you seem to have cancelled 3 books.. pls rectify the same.
Historical AmazonHelp reply: @183038 I understand your concern regarding the cancellation of the order. Please reach out to us here: https://t.co/vlvfJr4nN9 and we'll check this for you. ^AH",4,3,4,5,4,5,True,Maithresh,Cancellation plus cashback dispute reasonably requires account-specific human review.,2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-042,@AmazonHelp my delivery didn't arrive yesterday so I need to cancel my order but can't on the website or app? Please help,"I'm sorry your order hasn't arrived as expected. This appears to require order-specific investigation, so please contact Amazon through a secure support channel and avoid posting order or address details publicly.","Historical customer: @AmazonHelp I am not able to cancel my order..plz help
Historical AmazonHelp reply: @161170 We'd be happy to help! These steps will help walk you through canceling the order: https://t.co/vmXqEMJN6J ^ML

Historical customer: @AmazonHelp hi there - I accidentally cancelled an order that's out for delivery today. Can I reverse it as I still want it!
Historical AmazonHelp reply: @450933 Was the order dispatched  when you canceled it? ^RS

Historical customer: @AmazonHelp hi guys, my amazon fresh delivery got cancelled this morning for no reason. Any way to get more info?
Historical AmazonHelp reply: @483865 Hi Samuel! You should've received an e-mail with more information regarding cancellation. Please check spam/junk folders! ^FD",4,2,3,5,4,5,True,Maithresh,Delivery escalation is safe but ignores the customer's main request to cancel the order after self-service failed.,2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-047,"@115830 I have Amazon prime, is Amazon music a separate account or is this included please ?","I'm sorry this needs further investigation. Please contact Amazon through a secure support channel, and do not post order, address, account, or payment details publicly.","Historical customer: Hey @AmazonHelp I have a regular Amazon payment coming out of my account which looks like a Prime payment I haven't signed up for. Who can I
Historical AmazonHelp reply: @267898 We'll be happy to look into that for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS

Historical customer: Just signed up for Amazon Prime, now I'm just finding random ish to buy 🙄
Historical AmazonHelp reply: @754212 Hey, welcome! How about some interesting finds for inspiration: https://t.co/5ZcrC19rSk 😊 ^TS

Historical customer: @121284 Can't find a way to access the exclusive Preview for Amazon Prime Music with the Echo Dot. Am I missing something?
Historical AmazonHelp reply: @452006 Please connect with our support team here: https://t.co/InPVqSrDyg and we'll be happy to help. ^SH",3,2,3,5,3,5,True,Maithresh,Safe but unnecessarily escalates a straightforward informational Prime Music question.,2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-078,@115821 why do I pay money for prime and am being asked to tip the prime now delivery driver? #abandonedCart #googleExpress,"I'm sorry your order hasn't arrived as expected. This appears to require order-specific investigation, so please contact Amazon through a secure support channel and avoid posting order or address details publicly.","Historical customer: @115830 When you pay for prime and your delivery drivers can't find an easy location 🤣 useless
Historical AmazonHelp reply: @510018 I'm sorry! Are you having an issue with a current order? We'd love to help you out! ^MH

Historical customer: @AmazonHelp I have amazon prime but been charged for delivery 🙁🙁
Historical AmazonHelp reply: @508569 Hey Charlie. Have you ordered directly from a seller? ^TP

Historical customer: @115850 u guys are degrading your services.i ordrd one item w/my prime acc, dlvry dt was 30.Still not delivered useless prime membrship1/2
Historical AmazonHelp reply: @162533 Apologies for the delay in the delivery of your order, Pradeep. We'd like to take a closer look. 1/2 ^HD",1,1,2,5,2,2,True,Maithresh,Customer asks why they are being asked to tip a Prime Now driver; response incorrectly claims the order hasn't arrived.,2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-187,@115821 Remind me. Why do I pay for Prime again? https://t.co/d5nZh4tnak,"I'm sorry this needs further investigation. Please contact Amazon through a secure support channel, and do not post order, address, account, or payment details publicly.","Historical customer: Hey @115821 could you maybe notify a person BEFORE you charge them for a year of Prime?
Historical AmazonHelp reply: @209457 I'm sorry you weren't expecting that charge! We can send a reminder to your e-mail but the reminder is set by the...1/2

Historical customer: @115830 Why are you telling me I'm not a Prime member? You certainly took my money.
Historical AmazonHelp reply: @598553 We'd like to help the best we can, Peter. Without giving any personal information, will you tell us more about what's going on? ^HC

Historical customer: @357899 @AmazonHelp I still don't understand that fact that I already pay for prime, but they want me to pay again for unlimited... Screw that noise...
Historical AmazonHelp reply: @357898 The main difference is that Amazon Music Unlimited offers access to more music https://t.co/hmEZi2Ha4J ^KM",3,3,3,5,4,5,True,Maithresh,"Message is vague and link-dependent, so conservative escalation is reasonable, though not especially helpful.",2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-029,@amazonhelp why isn't no-rush shipping an option on my account anymore. For any item?,"I'm sorry you're having trouble with this payment or refund. Because it requires account-specific review, please contact Amazon through a secure support channel and do not post payment or account details publicly.","Historical customer: #AmazonIndia quality of service has detoriated a lot, earlier i used to receive shipment before schedule date and now getting such update. https://t.co/fKs1NiDEMr
Historical AmazonHelp reply: @158484 Sorry for the delay in delivery of your order. Please report this to our support team here: https://t.co/TdDksLo6Mf. ^HD

Historical customer: @AmazonHelp Is there anyway to have a package delivered &amp; not use @123967? My package didn't arrive yesterday &amp; is now delayed.
Historical AmazonHelp reply: @364448 I'm sorry this happened! We'd like to see which options we have available for you here: https://t.co/hApLpMlfHN ^QJ

Historical customer: @AmazonHelp where is my order it was suppose to get delivered by today havent got it yet
Historical AmazonHelp reply: @201849 We apologize for the inconvenience. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you. ^ZH",1,1,3,5,2,2,True,Maithresh,No-Rush Shipping availability is incorrectly framed as a payment or refund problem.,2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-011,"@AmazonHelp grrrr trying to watch Vikings today on prime but it keeps saying band with to low.

A load of b.s. everything else is running fine","I'm sorry this needs further investigation. Please contact Amazon through a secure support channel, and do not post order, address, account, or payment details publicly.","Historical customer: @AmazonHelp can i get schedule of prime movies and tv shows
Historical AmazonHelp reply: @306600 I wasn't able to comprehend this. Could you please elaborate? ^HK

Historical customer: @AmazonHelp Whether all winners declare on the contest watch five titles on prime video??
Historical AmazonHelp reply: @420318 Could you please let us know which contest are you referring to? So we can assist you better. ^KH

Historical customer: @115821 @AmazonHelp Why cant we watch prime content on mobile devices
Historical AmazonHelp reply: @128086 I'm sorry for the frustration! Are you trying to watch from the Prime Video app? ^AC",4,2,3,5,4,5,True,Maithresh,"Safe, but Prime Video bandwidth or playback could receive basic troubleshooting rather than immediate escalation.",2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-087,@AmazonHelp I can’t use my MasterCard gift card to reload my amazon account. I don’t know what I am doing wrong. It’s a fully loaded $50.00 gift card.,"I'm sorry you're dealing with this. Because this may involve account security or unauthorized activity, please contact Amazon through a secure support channel. Do not post account, order, payment, transaction, or authentication details publicly.","Historical customer: @118919 hi i am purchased 1000rs Amazon gift card but i don't get anything and my account block plz help me https://t.co/QjAMUfVMyD
Historical AmazonHelp reply: @508574 Apologies for the trouble. Kindly reply to the email you've received from Account specialist team for assistance. ^MO

Historical customer: @AmazonHelp I ordered a Netflix gift card yesterday &amp; I still haven't received the email with the card info &amp; I can't login to amazon.
Historical AmazonHelp reply: @178198 Oh no! We'd like to help. Are you getting an error when you try to log in? Have you been able to clear your cache and cookies? ^NM

Historical customer: Contempt by @115821 .au with not even reply to email giftcard service query. Lord save us when Big Four rule. Anybody there @AmazonHelp ??
Historical AmazonHelp reply: @472500 I'm sorry you haven't received a reply yet. We'd like to try to help. Will you please tell us more about what's going on?  ^CO",2,2,3,5,2,2,True,Maithresh,Gift-card reload trouble is incorrectly framed as possible account security or unauthorized activity.,2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
gold-182,@116618 Now y'all just took $107.14 out of my account. Why are y'all fukking up my streaming????!!!  Ain't had a problem until a payment was collected . Dont start the bs🙄👀🤔,"I'm sorry you're having trouble with this payment or refund. Because it requires account-specific review, please contact Amazon through a secure support channel and do not post payment or account details publicly.","Historical customer: @AmazonHelp how do I find out why you have taken £1 from my account if I have no orders in progress?
Historical AmazonHelp reply: @494482 Just get in touch and we'll look into it for you: https://t.co/JzP7hlA23B. ^BM

Historical customer: @115850 why are you not refunding my payments
Historical AmazonHelp reply: @372748 I'm sorry about this. We'd like to help. Please share your details here: https://t.co/GIJyeYqKE0. We'll reach out to you. ^VN

Historical customer: I DONT EVEN HAVE AN @115821 PRIME ACCOUNT AND THEY CHARGED ME $107 jfkshaifkak so pissed off right now 😭👿👿
Historical AmazonHelp reply: @401606 I'm sorry for the unexpected charge! You can view and cancel your Prime membership, here: https://t.co/SIHlRjry4g ^EB",5,4,4,5,5,5,True,Maithresh,Strong match: unexpected payment issue legitimately requires account-specific secure review.,2026-09-11T10:50:56.768181+00:00,2026-09-11T10:50:56.768181+00:00
